,Id,Name,Authors,ISBN,Rating,PublishYear,PublishMonth,PublishDay,Publisher,RatingDist5,RatingDist4,RatingDist3,RatingDist2,RatingDist1,RatingDistTotal,CountsOfReview,Language,PagesNumber,Description,pagesNumber,Count of text reviews
93170,1165710,Ruddigore,W.S. Gilbert,0881887277,3.78,1986,1,11,"G. Schirmer, Inc.",5:14,4:17,3:20,2:3,1:0,total:54,3,eng,,Vocal ScoreComplete vocal score.,224.0,3.0
39179,1280983,True Names,Vernor Vinge,0312944446,3.9,1984,15,12,Bluejay Books,5:117,4:180,3:96,2:22,1:7,total:422,44,eng,,"Disaffected computer wizard ""Mr. Slippery"" (True Name Roger Pollack) is an early adopter of a new full-immersion virtual reality technology called the Other Plane. He and the other wizards form a cabal to keep their true identities — their True Names — secret to avoid prosecution by their ""Great Adversary"" — the government of the United States. <br /><br />The lines that define us are not always black and white, though. There's a new wizard in the Other Plan and they're recruiting for a scheme to translate cyberspace domination into real world power.",153.0,44.0
101566,3254309,"Baltimore's Boxing Legacy: 1893-2003, Maryland (Images of Sports)",Thomas Schaif,0738515612,0.0,2003,9,16,Arcadia Publishing (SC),5:0,4:0,3:0,2:0,1:0,total:0,0,eng,128.0,"The boxing history of Baltimore dates back over a century. Over that time the Monumental City has produced seven world champions and numerous top contenders. Joe Gans, the first Baltimorean and African-American ever to win a world title, in 1902, learned his boxing science in the city, earning him the title of ""The Old Master"" while he shucked oysters on Broadway. Baltimore's Boxing Legacy: 1893 to 2003 chronicles the evolution of fistiana from venues such as the Eureka Athletic Club, Gayety Theatre, Lyric Theatre, Carlin's Park, Baltimore Coliseum, Oriole Park, Steelworkers' Hall, to the Civic Center. It is a tale of ethnicity and race, of color barriers broken, and near-champions and contenders remembered. The likes of Johnny Kid Williams, the Dundee brothers Joe and Vince, Benny Schwartz, Jack Portney, Harry Jeffra, Red Burman, Joe Poodles Sr., Mack Lewis, Vincent Pettway, Hasim Rahman, and many more are showcased in addition to trainers, managers, matchmakers, and promoters.",,
5061,1646536,The Sound of Thunder,Wilbur Smith,031294067X,4.17,2007,2,10,St. Martin's Paperbacks,5:3370,4:3368,3:1411,2:181,1:55,total:8385,7,eng,,"<i>The Sound of Thunder</i>, a Courtney Family Adventure by Wilbur Smith<br /><br />The year is 1899. The British Empire is at the height of its power. But in South Africa, proud Dutch colonists defy the Queen and her army--and a lush, wild world is torn apart by guns, spears, and swords.<br /><br />Sean Courtney had been tragically separated from his family, but the Boer War has brought him back to his homeland--and into the sights of his enemy's guns. It has also returned him to Ruth Friedman, the only woman Sean can love, even though he shouldn't. As Sean's loyalties--to nation, man, and blood--are tested, a saga of duty and betrayal unfolds....",496.0,7.0
12060,776434,"Wild Cards (Wild Cards, #1)",George R.R. Martin,0743423801,3.7,2001,1,8,iBooks,5:2535,4:4308,3:3193,2:914,1:293,total:11243,9,en-US,,"A shared-universe superhero prose anthology edited by George R.R. Martin.<br /><br />It all began in 1946, when the bizarre, gene-altering Wild Cards virus was unleashed in the skies over New York City. A virus that created superpowered Aces and bizarre, disfigured Jokers. <br /><br />Now, thirty years later, the victims face a new nightmare. From the far reaches of space comes The Swarm, a deadly menace that could very well destroy the planet. Putting aside their hatred and mistrust, Aces and Jokers must form an uneasy alliance and prepare for a battle they must not lose. . . .",426.0,9.0
17078,642169,"Hollywood, Interrupted: Insanity Chic in Babylon — The Case Against Celebrity",Andrew Breitbart,0471706248,3.4,2005,10,3,Wiley,5:46,4:59,3:66,2:32,1:16,total:219,22,eng,,"<i>Hollywood, Interrupted</i> is a sometimes frightening, occasionally sad, and frequently hysterical odyssey into the darkest realms of showbiz pathology, the endless stream of meltdowns and flameouts, and the inexplicable behavior on the part of show business personalities. Charting celebrities from rehab to retox, to jails, cults, institutions, near-death experiences and the Democratic Party, <i>Hollywood, Interrupted</i> takes readers on a surreal field trip into the amoral belly of the entertainment industry. Each chapter -- covering topics including warped Hollywood child-rearing, bad medicine, hypocritical political maneuvering and the complicit media -- delivers a meticulously researched, interview-infused, attitude heavy dispatch which analyzes and deconstructs the myths created by the celebrities themselves.<br /><br />Celebrities somehow believe that it's their god-given right to inflict their pathology on the rest of us. <i>Hollywood, Interrupted</i> illustrates how these dysfunctional dilettantes are mad as hell... And we're not going to take it any more.",394.0,
30220,1375925,"The Unexpected Mrs. Pollifax (Mrs. Pollifax, #1)",Dorothy Gilman,0449239233,4.15,1985,12,1,Fawcett Books,5:8620,4:8179,3:3930,2:515,1:166,total:21410,11,eng,,"Mrs. Virgil (Emily) Pollifax of New Brunswick, New Jersey, was a widow with grown children. She was tired of attending her Garden Club meetings. She wanted to do something good for her country. So, naturally, she became a CIA agent. This time, the assignment sounds as tasty as a taco. A quick trip to Mexico City is on her agenda. Unfortunately, something goes wrong, and our dear Mrs. Pollifax finds herself embroilied in quite a hot Cold War—and her country's enemies find themsleves entangled with one unbelievably feisty lady.",192.0,11.0
14238,606215,The Best of Fritz Leiber,Fritz Leiber,0345242564,4.02,1979,12,8,Ballantine Books,5:179,4:227,3:108,2:19,1:8,total:541,6,eng,,"Contents:<br />· The Wizard of Nehwon— · Poul Anderson · in <br />· Gonna Roll the Bones · nv Dangerous Visions, ed. Harlan Ellison, Garden City, NY: Doubleday, 1967 <br />· Sanity · ss Astounding Apr ’44 <br />· Wanted—An Enemy · ss Astounding Feb ’45 <br />· The Man Who Never Grew Young · ss Night’s Black Agents, Arkham, 1947 <br />· The Ship Sails at Midnight · nv Fantastic Adventures Sep ’50 <br />· The Enchanted Forest · ss Astounding Oct ’50 <br />· Coming Attraction · ss Galaxy Nov ’50 <br />· Poor Superman [“Appointment in Tomorrow”] · nv Galaxy Jul ’51 <br />· A Pail of Air · ss Galaxy Dec ’51 <br />· The Foxholes of Mars · ss Thrilling Wonder Stories Jun ’52 <br />· The Big Holiday · ss F&amp;SF Jan ’53 <br />· The Night He Cried · ss Star Science Fiction Stories #1, ed. Frederik Pohl, Ballantine, 1953 <br />· The Big Trek · ss F&amp;SF Oct ’57 <br />· Space-Time for Springers [Gummitch] · ss Star Science Fiction Stories #4, ed. Frederik Pohl, Ballantine, 1958 <br />· Try and Change the Past [Change War] · ss Astounding Mar ’58 <br />· A Deskful of Girls [Change War] · nv F&amp;SF Apr ’58 <br />· Rump-Titty-Titty-Tum-Tah-Tee [Simon Grue] · ss F&amp;SF May ’58 <br />· Little Old Miss Macbeth · ss F&amp;SF Dec ’58 <br />· Mariana · ss Fantastic Feb ’60 <br />· The Man Who Made Friends with Electricity · ss F&amp;SF Mar ’62 <br />· The Good New Days · ss Galaxy Oct ’65 <br />· America the Beautiful · ss The Year 2000, ed. Harry Harrison, Garden City, NY: Doubleday, 1970 <br />· Afterword · ms",329.0,
113806,4458655,The Oxford Book of Christmas Poems,Michael Harrison,0192782290,3.77,2005,12,31,Oxford University Press,5:15,4:11,3:11,2:4,1:2,total:43,0,eng,160.0,"This anthology contains a wide range of poems, old and new, well-loved and less familiar. Contributing poets include Gerard Manley Hopkins, Ted Hughes, Charles Causley and Roger McGough, along with traditional verses and carols.",,
89582,1103704,Romeo and Juliet: Texts and Contexts,William Shakespeare,0333947134,3.75,2003,1,7,St. Martin's Press,5:600266,4:621242,3:534873,2:180918,1:70918,total:2008217,4,eng,,"This edition of Shakespeare's Romeo and Juliet reprints the Bevington edition of the play accompanied by six sets of thematically arranged primary documents and illustrations designed to fit many different approaches to Shakespeare's play and the early modern culture out of which the play emerges. The documents contextualize the social relationships among men in Shakespeare's time, violence in Elizabethan society, views of love and the Petrarchan paradigm, spiritual life, family in Elizabethan society, and ideas about astrology, medicine, and death.",475.0,4.0
1749,1945041,The Orlando Trilogy,Isabel Colegate,0140065466,3.38,1984,9,4,Penguin Books,5:1,4:3,3:2,2:2,1:0,total:8,2,eng,464.0,"This trilogy tells the story of Orlando King, his rise to ambiguous power during the moral confusion of the 1930s, his spectacular downfall and the troubled legacy he bequeathed to his divided family. As the 1950s draw to a close, his daughter Agatha accomplishes a painful resolution.",,
115572,4619663,The Year of the Perfect Christmas Tree: An Appalachian Story,Gloria Houston,080370299X,4.31,1988,9,30,Dial Books,5:1628,4:780,3:386,2:90,1:52,total:2936,15,eng,32.0,"This unforgettable tale, illustrated by Caldecott Medalist Barbara Cooney, has become a seasonal classic-a touching and joyful story about courage and the power of family.",,
99462,3172076,The Two Noble Kinsmen,William Shakespeare,0199537453,3.4,2010,1,15,"Oxford University Press, USA",5:225,4:391,3:593,2:205,1:28,total:1442,15,eng,233.0,"Based on Chaucer's Knight's Tale, The Two Noble Kinsmen was written at the end of Shakespeare's career, as a collaboration with the rising young dramatist John Fletcher. Neglected until recently by directors and teachers, the play deserves to be better known for its moving dramatization of the conflict of love and friendship. This new edition, compiled by distinguished scholar Eugene M. Waith, offers helpful new material on the play's authenticity as a work of Shakespeare, his collaboration with Fletcher, the relevance to the play of the contemporary ideals of chivalry and friendship, and its limited but increasing stage history. Based on the Quarto of 1634, Waith's edition also sets out to clarify the stage directions, address problems of mislineation, and provide useful guides to unfamiliar words, stage business, allusions, and textual problems.<br />",,
25965,1080513,"Incubus Dreams (Anita Blake, Vampire Hunter, #12)",Laurell K. Hamilton,1593356781,3.79,2004,28,9,Brilliance Audio,5:15907,4:12306,3:10481,2:4431,1:2030,total:45155,6,eng,,"As consultant to the Regional Preternatural Crime Investigation Unit, Anita’s called in on what appears to be a case involving a serial killer - a vampire serial killer - who may be preying on strippers. She’s sure that none of the local vamps are responsible - but her judgment may be clouded by a conflict of interest. For she is, after all, the consort of Jean-Claude, the ever-intoxicating Master Vampire of the City - something that both her human friends and her ex, the alpha werewolf Richard, are quick to point out.<br /><br />Surrounded by suspicion, overwhelmed by her attempts to control the primal lusts that continue to wrack her as a result of her passionate contacts with vampire, werewolf, and the shapeshifter Micah, Anita does something unprecedented. She calls for help…<br />__________<br />Unabridged, 24 sound discs, 27 hours 25 minutes",27.0,6.0
4577,1630607,Chasing Danny Boy: Powerful Stories of Gay Celtic Eros,Mark Hemry,1890834319,3.83,2012,1,5,Palm Drive Publishing,5:2,4:2,3:1,2:1,1:0,total:6,5,eng,,"CHASING DANNY BOY: POWERFUL STORIES OF GAY CELTIC EROS Featuring NEIL JORDAN, Oscar Winner: The Crying Game and JACK FRITSCHER, Winner, Best Fiction. New voices dare to break the ancient silence. DUBLIN. New Storytellers reveal the erotic sizzle under the Irish skin. BOSTON. Wherever in the wide diaspora of the world the Irish are, the millions of them are in your culture, your music, and, likely, in your genes. CHICAGO. This dazzling collection of new stories tears down the lace curtains of sentiment and stereotype. NEW YORK. Brilliant, fresh young writers shout out the hidden homoerotic literature of Irishmen everywhere in the world: ancient romantic warriors to mythic Dublin punk/boyz. LONDON. ""Style rules in this entertaining, funny, often experimental, always bright and brilliant new writing!"" Gay storytelling is, at heart the truly hidden literature of Irish Culture. After The Crying Game, the Irish homosexual deserves the UnZipped Prose of these Independent Original Stories that reinvent Irish iconography and sexuality: no shamrocks, no mercy. This anthology cuts to the inclusive quick of Irish Roots. Celts? Druids? Punks? New Age? Hollywood and most everyone fantasizes about the life, music, and sensuality of the Emerald Isle! Everyone's a wee bit Irish, so kiss your multicultural roots hello, because the Gay Gene Itself may be Irish!",198.0,5.0
4556,1629841,"Time to Hunt (Bob Lee Swagger, #3)",Stephen Hunter,0385480431,4.26,1998,18,5,Doubleday,5:4412,4:3720,3:1290,2:215,1:59,total:9696,11,en-US,,"During the latter days of the Vietnam War, deep in-country, a young idealistic Marine named Donny Fenn was cut down by a sniper's bullet as he set out on patrol with Swagger, who himself received a grievous wound. Years later Swagger married Donny's widow, Julie, and together they raise their daughter, Nikki, on a ranch in the isolated Sawtooth Mountains in Idaho. Although he struggles with the painful legacy of Vietnam, Swagger's greatest wish--to leave his violent past behind and live quietly with his family--seems to have come true.",480.0,11.0
34544,1587751,Pirate's Passage,William Gilkerson,1590305485,3.51,2007,22,5,Trumpeter,5:51,4:54,3:61,2:24,1:14,total:204,30,eng,,"Off the coast of Nova Scotia in 1952, fierce winds force a small boat into port. The boat's pilot, the eccentric Captain Charles Johnson, takes up residence at the small inn run by Jim and his mother. With each day, the captain's presence becomes more valuable to the family as they struggle to keep the inn open for business—and his background becomes more mysterious as Jim discovers how much he knows about the lives and battles of the old-time pirates. <br /><br /> Who is this man whose compelling stories bring to life in such detail the day-to-day experience of sailing on a pirate ship? And how can he possibly know so much about how it feels to grow up among the Vikings; about how Francis Drake and Queen Elizabeth plotted their victories; about the loves of Grace O'Malley, the pirate queen of Ireland?",376.0,30.0
45888,868333,"A Vote For Love (Sweet Dreams, #129)",Terri Fields,0553266721,3.85,1987,1,7,Bantam Books,5:7,4:3,3:10,2:0,1:0,total:20,1,eng,,Donna finds herself more interested in the candidate than the campaign.,160.0,1.0
108990,3702652,An Introduction to Old French,William W. Kibler,0873522915,4.1,1983,12,31,Modern Language Association of America,5:8,4:7,3:6,2:0,1:0,total:21,1,eng,366.0,"The first section, on the grammar, presents reading selections from Marie de France's <em>lai</em> ""Fresne"" and selections in two major literary dialects of Old French--Anglo-Norman and Picard. These are followed by chapters on Old French morphology and syntax; phonology sections are included at the end of each chapter. Contains a glossary, an index, and a select bibliography.",,
121574,1484139,"Spinning Spells, Weaving Wonders: Modern Magic for Everyday Life",Patricia J. Telesco,0895948036,3.7,1996,1,3,Crossing Press,5:13,4:5,3:10,2:2,1:3,total:33,0,eng,,"This essential book of over 300 spells tells how to work with simple, easy-to-find components and focus creative energy to meet daily challenges with awareness, confidence, and humor.",256.0,0.0
82239,1886108,Through the Medicine Cabinet (The Zack Files #2),Dan Greenburg,0448412624,3.96,1996,8,6,Grosset & Dunlap,5:115,4:80,3:80,2:17,1:4,total:296,26,eng,64.0,"One minute I was looking for my retainer in the bathroom. The next, I was staring at a boy who looked just like me. And I don't mean my reflection! What's going on here?",,
88653,989125,In Pursuit of His Glory,R.T. Kendall,1591854547,3.73,2004,5,5,Charisma House,5:4,4:10,3:7,2:0,1:1,total:22,2,eng,,"Pursuing the glory of God doesn't happen overnight. R.T. Kendall knows this firsthand. In Pursuit of His Glory describes his twenty-five years as pastor of Westminster Chapel in London, England, where he preached nearly 3,500 sermons. ""Dr. R.T. Kendall's insightful teaching and writings have had a significant impact on my own thinking. I respect Dr. Kendall greatly and am honored to call him my friend."" -Dr. James Dobson, Founder, Focus On The Family Following the footsteps of prominent Westminster preachers G. Campbell Morgan and Martyn Lloyd-Jones, Kendall, a United States citizen, experienced many blessings and disappointments during his eventful and occasionally turbulent tenure. R.T. Kendall recounts the ups and downs of servanthood. Learn the lessons that Kendall learned, who has been impacted by the ministry and friendship of spiritual giants like Billy Graham, Arthur Blessitt, Paul Cain, John Arnott, Randy Clark, Rodney Howard-Browne, and many others. ""RT had high and holy hopes when he came to tackle London. I admired his courage and his perseverance, and I valued the times we spent together."" -John R.W. Stott, Rector Emeritus, All Souls Church, Langham Place, London, England<br /><br /><b>About the author: </b><br /><br />R.T. Kendall, was the pastor of Westminster Chapel in London, England, for twenty-five years. Born in Ashland, Kentucky, he was educated at Southern Baptist Theological Seminary and Oxford University. He is well known internationally as a speaker and teacher. Dr. Kendall is the author of more than forty books, including The Word and the Spirit, The Sensitivity of the Spirit, The Anointing: Yesterday, Today and Tomorrow; and Total Forgiveness. His writings have impacted and changed thousands of lives worldwide.",310.0,2.0
20356,686352,His Own Words: Translation and Analysis of the Writings of Dr. Ayman Al Zawahiri,Laura  Mansfield,1847288804,3.7,2006,17,7,Lulu.com,5:2,4:4,3:3,2:1,1:0,total:10,1,eng,,"Al Qaeda second in command Dr. Ayman Zawahiri is often referred to as the ""brains of Al Qaeda."" This book translates into English the writings of Zawahiri, as well as the post-September 11 communiques of the Egyptian physician turned terrorist. It includes a complete translation of his December 2001 book ""Knights Under the Prophet's Banner."" If you want to know what makes this Al Qaeda leader tick, this is the book to read.",364.0,
34548,1587865,Doing Time on the Outside: Deconstructing the Benevolent Community,MaDonna R. Maidment,0802093892,4.0,2006,1,11,University of Toronto Press,5:0,4:1,3:0,2:0,1:0,total:1,0,eng,,"Criminalized women are the focus of great interest in contemporary sociological research all over the world, however much of the growing body of work in this area has focused on the prison. Considerably less attention has been paid to women serving their sentences in the community.<em>Doing Time on the Outside</em> fills a gap in the research by focusing on the experiences of women on conditional release, and attempting to understand how some criminalized women avoid going back into custody given the many challenges they face.<br /><br />Using data collected in a series of interviews, MaDonna R. Maidment identifies four major factors characterizing women's attempts at re-integration. First, the fewer 'layers of social control' a woman lived under prior to her prison term, the greater her chances of staying out of prison. Those women accustomed to a lifetime of formal social controls are vulnerable and largely dependent on continued intervention. Second, women's own accounts of their success do not coincide with official definitions. For many women who have spent their lives being controlled by state agencies, managing a relatively short period of independence in the community marks a major milestone. Third, for those women who have managed to stay out of the criminal justice system, a majority remain tightly entangled in other state-sponsored control regimes, where patterns of dependency, medicalization, and infantilization still persist in the treatment of women. Fourth and finally, familial and social support networks are paramount to women's successful re-integration, far more so than professional supports provided by state and community agencies. Maidment's important findings have significant implications: they beg us to re-examine how our society processes criminalized women, and to call into question well-entrenched contemporary policies, which have failed to account for the economic, social, and cultural realities of women's lives.",188.0,0.0
